title,href,area,exp_0,exp_1,exp_2,exp_3,exp_4,exp_5,2009,2010,2011,2012,2013,2014,2015,2016
薪酬绩效经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%96%AA%E9%85%AC%E7%BB%A9%E6%95%88%E7%BB%8F%E7%90%86/,"
人力资源类

♦
♦

",7000,12770,14260,15990,,,2249,5249,10186,9368,10624,11599,11196,12270
人事总监,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BA%BA%E4%BA%8B%E6%80%BB%E7%9B%91/,"
人力资源类

♦
♦

",10520,15060,16370,18380,,,7280,9332,10234,9041,9328,16344,13353,13069
人事行政总监,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BA%BA%E4%BA%8B%E8%A1%8C%E6%94%BF%E6%80%BB%E7%9B%91/,"
人力资源类

♦
♦

",9750,9710,17540,18310,,,10582,5374,11332,11944,11070,17362,14782,15162
人事招聘专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BA%BA%E4%BA%8B%E6%8B%9B%E8%81%98%E4%B8%93%E5%91%98/,"
人力资源类

♦
♦

",5200,5000,5260,,,,,,,,,,,
人力行政专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BA%BA%E5%8A%9B%E8%A1%8C%E6%94%BF%E4%B8%93%E5%91%98/,"
人力资源类

♦
♦

",3330,5430,5910,7000,10750,,3299,3749,2833,7822,6494,4249,4736,4999
薪酬福利主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%96%AA%E9%85%AC%E7%A6%8F%E5%88%A9%E4%B8%BB%E7%AE%A1/,"
人力资源类

♦
♦

",8160,8530,8790,10000,,,5249,7999,5888,5326,5449,7624,9438,8595
行政人事主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%A1%8C%E6%94%BF%E4%BA%BA%E4%BA%8B%E4%B8%BB%E7%AE%A1/,"
人力资源类

♦
♦

",5610,6190,8220,9500,,,2915,3444,4148,4379,4434,5393,6288,6605
员工关系专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%91%98%E5%B7%A5%E5%85%B3%E7%B3%BB%E4%B8%93%E5%91%98/,"
人力资源类

♦
♦

",4250,5310,5930,7000,,,3124,1750,3249,3564,4110,4499,5429,5514
招聘培训专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%8B%9B%E8%81%98%E5%9F%B9%E8%AE%AD%E4%B8%93%E5%91%98/,"
人力资源类

♦
♦

",3930,5500,5920,5250,,,,,,,,,,
人力资源部经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BA%BA%E5%8A%9B%E8%B5%84%E6%BA%90%E9%83%A8%E7%BB%8F%E7%90%86/,"
人力资源类

♦
♦

",6860,9310,12890,12190,,,4999,4393,6645,6590,5853,7218,10680,10799
绩效专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BB%A9%E6%95%88%E4%B8%93%E5%91%98/,"
人力资源类

♦
♦

",4570,5520,6080,9220,5000,,2607,3574,3849,4148,5306,5604,5597,5797
薪酬主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%96%AA%E9%85%AC%E4%B8%BB%E7%AE%A1/,"
人力资源类

♦
♦

",7750,6920,8400,9160,15560,,4874,5665,5260,5685,5634,5799,8570,8315
人事行政,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BA%BA%E4%BA%8B%E8%A1%8C%E6%94%BF/,"
人力资源类

♦
♦

",3790,4700,6110,9110,12430,,2700,2708,3957,3590,3700,3977,5071,5516
人力行政经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BA%BA%E5%8A%9B%E8%A1%8C%E6%94%BF%E7%BB%8F%E7%90%86/,"
人力资源类

♦
♦

",6410,9700,13470,13850,,,4415,2500,7978,8080,6013,7699,11264,10504
绩效考核专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BB%A9%E6%95%88%E8%80%83%E6%A0%B8%E4%B8%93%E5%91%98/,"
人力资源类

♦
♦

",3750,4900,6500,17920,,,3499,3949,4016,3703,4505,5599,5472,5630
培训讲师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%9F%B9%E8%AE%AD%E8%AE%B2%E5%B8%88/,"
教育/培训类

♦
♦

",7260,7660,10180,10500,12460,,4201,3764,5274,5734,6346,6481,8358,8711
培训师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%9F%B9%E8%AE%AD%E5%B8%88/,"
教育/培训类

♦
♦

",5040,7330,8890,12480,12860,,3736,3531,5270,5301,5478,6986,7782,8193
英语教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%8B%B1%E8%AF%AD%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",6450,6700,7970,11500,10000,,4124,2928,4389,4732,4965,6009,6477,7624
幼儿教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B9%BC%E5%84%BF%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",3700,4210,4890,5470,,,2137,2267,2811,2897,3319,4067,4655,4302
班主任,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%8F%AD%E4%B8%BB%E4%BB%BB/,"
教育/培训类

♦
♦

",5230,5890,6310,7930,5890,,2781,3714,3881,3502,4099,4737,5419,6040
英语老师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%8B%B1%E8%AF%AD%E8%80%81%E5%B8%88/,"
教育/培训类

♦
♦

",6510,6940,7260,7500,7000,,4383,4019,4288,4336,4672,5709,6316,7216
少儿英语教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B0%91%E5%84%BF%E8%8B%B1%E8%AF%AD%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",6190,6700,7370,,,,3499,3417,4320,4483,5090,5950,6465,7505
教务专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E5%8A%A1%E4%B8%93%E5%91%98/,"
教育/培训类

♦
♦

",4440,4690,5450,15590,,,1749,2999,3120,3309,3608,3766,4806,5038
小学数学教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B0%8F%E5%AD%A6%E6%95%B0%E5%AD%A6%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",7930,7540,10500,11830,,,2999,3174,4811,3939,4999,6499,6653,7512
小学语文教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B0%8F%E5%AD%A6%E8%AF%AD%E6%96%87%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",5500,6520,6550,10630,,,3790,2388,4293,3974,4593,6891,6648,6722
少儿英语老师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B0%91%E5%84%BF%E8%8B%B1%E8%AF%AD%E8%80%81%E5%B8%88/,"
教育/培训类

♦
♦

",6500,7050,6820,,,,2624,3832,4457,4237,5056,5370,6353,6845
高中物理教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E4%B8%AD%E7%89%A9%E7%90%86%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",7000,8740,8620,9000,10500,,4649,4453,5857,5425,5159,6249,6863,7956
小学英语教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B0%8F%E5%AD%A6%E8%8B%B1%E8%AF%AD%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",6960,6700,6750,,,,3971,2943,4879,4077,4825,5999,6371,7462
教务管理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E5%8A%A1%E7%AE%A1%E7%90%86/,"
教育/培训类

♦
♦

",5380,5380,6140,8150,9000,,4124,3740,3840,3674,4041,4803,5350,5888
教务老师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E5%8A%A1%E8%80%81%E5%B8%88/,"
教育/培训类

♦
♦

",5750,5000,5300,5560,,,3374,2449,2788,3118,3886,3524,5289,5619
幼儿园园长,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%9B%AD%E9%95%BF/,"
教育/培训类

♦
♦

",7480,9580,12590,12210,,,1749,7749,6999,6924,4910,8874,9797,11383
教务主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E5%8A%A1%E4%B8%BB%E7%AE%A1/,"
教育/培训类

♦
♦

",3750,6930,7700,9140,15000,,6999,2936,4329,4773,5346,6232,6697,6959
高中数学教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",12170,5000,7000,8730,8860,,4499,3774,5699,5370,5560,6471,6884,8063
资深学习顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%B5%84%E6%B7%B1%E5%AD%A6%E4%B9%A0%E9%A1%BE%E9%97%AE/,"
教育/培训类

♦
♦

",10710,11500,,,,,,,,,,,,
初中数学教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%88%9D%E4%B8%AD%E6%95%B0%E5%AD%A6%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",6080,6660,8360,11500,,,5957,4467,5655,5273,5092,5815,6339,6934
教学主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E5%AD%A6%E4%B8%BB%E7%AE%A1/,"
教育/培训类

♦
♦

",8000,9240,10470,11210,,,12499,4332,4609,5342,5633,7074,8285,9029
初中英语教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%88%9D%E4%B8%AD%E8%8B%B1%E8%AF%AD%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",6920,7000,9420,,,,5441,5070,4905,5061,5207,5387,6479,7416
语文教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%AF%AD%E6%96%87%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",6330,7330,8890,8330,9220,,5536,2887,4894,4874,5234,6976,7116,7625
初中物理教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%88%9D%E4%B8%AD%E7%89%A9%E7%90%86%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",4670,6780,6970,9000,10250,,5686,4606,5065,4950,5570,6443,6554,7457
教务,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E5%8A%A1/,"
教育/培训类

♦
♦

",5180,5370,6330,8360,8830,,,,,,,,,
课程顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%AF%BE%E7%A8%8B%E9%A1%BE%E9%97%AE/,"
教育/培训类

♦
♦

",7000,7940,8340,14270,9000,,3597,3368,4802,4763,5453,5874,7431,8202
高中化学教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E4%B8%AD%E5%8C%96%E5%AD%A6%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",8620,9280,,,,,4455,4213,5856,5704,5938,7249,6903,8124
小初高各科教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B0%8F%E5%88%9D%E9%AB%98%E5%90%84%E7%A7%91%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",6000,7910,6900,,,,,,,,,,,
早教老师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%97%A9%E6%95%99%E8%80%81%E5%B8%88/,"
教育/培训类

♦
♦

",5060,5030,5860,,,,2499,2100,2949,3599,3668,3762,4957,5905
讲师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%AE%B2%E5%B8%88/,"
教育/培训类

♦
♦

",7800,9290,12170,14020,14160,,,,,,,,,
高中语文教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E4%B8%AD%E8%AF%AD%E6%96%87%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",8460,9990,,,,,5795,4110,5895,5384,5340,6874,7438,8459
数学老师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%B0%E5%AD%A6%E8%80%81%E5%B8%88/,"
教育/培训类

♦
♦

",7120,8120,7950,,,,4403,4142,5132,4512,4474,5096,7141,7695
初中语文教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%88%9D%E4%B8%AD%E8%AF%AD%E6%96%87%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",7060,8150,7930,9000,9000,,6199,5061,5463,4383,5179,7599,7280,7362
初高物理教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%88%9D%E9%AB%98%E7%89%A9%E7%90%86%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",9050,6170,,,,,,,,,,,,
培训经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%9F%B9%E8%AE%AD%E7%BB%8F%E7%90%86/,"
教育/培训类

♦
♦

",5940,8750,10820,13490,15890,,5466,3050,6431,6191,7468,6434,8806,8750
高中英语教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E4%B8%AD%E8%8B%B1%E8%AF%AD%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",8000,9020,8910,,,,4592,4612,4969,5691,5042,8780,6593,8014
英语助教,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%8B%B1%E8%AF%AD%E5%8A%A9%E6%95%99/,"
教育/培训类

♦
♦

",5390,5780,6040,,,,1500,2374,3056,3386,4140,4132,5814,6218
助教,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%8A%A9%E6%95%99/,"
教育/培训类

♦
♦

",5120,5580,6450,,,,3692,2309,4353,3829,3923,4173,5272,6005
学习顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AD%A6%E4%B9%A0%E9%A1%BE%E9%97%AE/,"
教育/培训类

♦
♦

",4800,9150,7340,7000,22500,,3374,2499,3668,4421,5600,4956,5954,7072
幼儿英语教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B9%BC%E5%84%BF%E8%8B%B1%E8%AF%AD%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",3750,5680,5910,,,,2999,2891,3143,3868,4157,4880,4608,5364
幼教,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B9%BC%E6%95%99/,"
教育/培训类

♦
♦

",4200,5900,6130,8910,16320,,1883,3070,2820,3332,3901,3999,5307,6507
教务班主任,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E5%8A%A1%E7%8F%AD%E4%B8%BB%E4%BB%BB/,"
教育/培训类

♦
♦

",5120,6000,6670,,,,5249,5437,4291,3628,4164,4046,5625,6396
物理教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%89%A9%E7%90%86%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",8430,7990,8360,9000,10880,,4709,3818,5592,5352,5439,6181,6901,7731
健身教练,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%81%A5%E8%BA%AB%E6%95%99%E7%BB%83/,"
教育/培训类

♦
♦

",7160,8040,,,,,,,,,,,,
初高中全职教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%88%9D%E9%AB%98%E4%B8%AD%E5%85%A8%E8%81%8C%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",9230,9470,5000,,,,,,,,,,,
培训专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%9F%B9%E8%AE%AD%E4%B8%93%E5%91%98/,"
教育/培训类

♦
♦

",5160,5820,6480,8510,11560,,2455,3073,3802,4390,5642,5946,5753,6288
java讲师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-java%E8%AE%B2%E5%B8%88/,"
教育/培训类

♦
♦

",15300,15950,17570,17000,,,2499,5499,2999,3737,4408,5249,9910,14765
教务助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E5%8A%A1%E5%8A%A9%E7%90%86/,"
教育/培训类

♦
♦

",4530,5100,5020,11250,,,2832,3249,3042,3087,3273,3700,4413,4749
初中化学教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%88%9D%E4%B8%AD%E5%8C%96%E5%AD%A6%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",6500,6030,9420,,,,6049,5290,4612,5377,5360,6999,6166,7083
数学教师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%B0%E5%AD%A6%E6%95%99%E5%B8%88/,"
教育/培训类

♦
♦

",5200,8120,8120,10150,10750,,4499,3553,5325,4971,5570,6135,6647,7591
网站编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BD%91%E7%AB%99%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",4110,5430,6010,8250,10630,,2191,2286,3096,3296,3501,4150,5319,5594
文案策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%87%E6%A1%88%E7%AD%96%E5%88%92/,"
文体/影视/写作/媒体类

♦
♦

",4300,6430,7860,10700,12200,,3159,3096,4234,4354,4469,5254,7174,7340
内容编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%86%85%E5%AE%B9%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",3970,6930,7690,11190,14500,,2665,5457,2855,3311,3398,4717,5933,6447
新媒体编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%B0%E5%AA%92%E4%BD%93%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",4030,6130,7230,7590,12290,,5436,9049,5899,5665,3999,4713,6327,6422
编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",3760,5890,7080,8820,11020,,2378,2527,3390,3548,3650,4333,5880,6112
文案编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%87%E6%A1%88%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",3780,5950,6980,7920,9290,,2213,2765,3409,3804,4139,4413,6162,6250
网络编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BD%91%E7%BB%9C%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",4070,5290,6030,6000,8900,,2216,2346,3255,3196,3521,4078,5343,5644
新媒体运营,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%B0%E5%AA%92%E4%BD%93%E8%BF%90%E8%90%A5/,"
文体/影视/写作/媒体类

♦
♦

",3930,6900,8340,12760,17040,,5249,8999,10599,5000,4332,6326,7454,7535
编导,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BC%96%E5%AF%BC/,"
文体/影视/写作/媒体类

♦
♦

",4420,7360,8610,13830,12800,,3853,3462,4813,5113,5537,6036,7654,7462
记者,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%AE%B0%E8%80%85/,"
文体/影视/写作/媒体类

♦
♦

",4120,6830,8250,10460,14750,,1997,2711,3818,4293,4521,4811,7286,7356
医学编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%8C%BB%E5%AD%A6%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",4900,6810,8090,12250,10000,,2619,3182,4272,4250,4254,5590,7164,7712
文案,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%87%E6%A1%88/,"
文体/影视/写作/媒体类

♦
♦

",4390,6300,7690,10940,11990,,3016,3042,4114,4245,4364,5065,7062,7140
文字编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%87%E5%AD%97%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",5040,5630,6060,7000,,,2523,2649,3484,3524,3865,4070,5375,5425
视频编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%A7%86%E9%A2%91%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",3250,6470,7440,6000,26250,,3124,2304,4973,3730,3702,4293,5882,6114
策划编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%AD%96%E5%88%92%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",4270,6650,7480,8200,9940,,2608,3425,4049,4211,4520,5573,6563,7243
编剧,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BC%96%E5%89%A7/,"
文体/影视/写作/媒体类

♦
♦

",3390,6610,7890,11190,19830,,1750,4627,4427,4235,5606,5530,7660,6940
图书编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%9B%BE%E4%B9%A6%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",4330,6130,6480,7590,10280,,2611,2879,3526,3897,4034,4596,5449,5881
编辑记者,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BC%96%E8%BE%91%E8%AE%B0%E8%80%85/,"
文体/影视/写作/媒体类

♦
♦

",3820,6070,7330,7000,15670,,1749,2797,4016,3997,4603,4999,6302,6508
运营编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%BF%90%E8%90%A5%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",3730,6060,7200,9310,11750,,2374,2249,4015,3555,4718,5268,6007,6218
英语编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%8B%B1%E8%AF%AD%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",4920,6980,7200,11820,9920,,2499,3686,4064,4127,3942,4572,6522,6828
新媒体运营编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%B0%E5%AA%92%E4%BD%93%E8%BF%90%E8%90%A5%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",2890,6250,6650,9000,15000,,1999,2999,4999,9000,9000,19999,6195,6205
主编,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%B8%BB%E7%BC%96/,"
文体/影视/写作/媒体类

♦
♦

",2500,8530,11940,12210,17280,,5513,4409,6810,6908,6128,9391,11637,11193
内容运营,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%86%85%E5%AE%B9%E8%BF%90%E8%90%A5/,"
文体/影视/写作/媒体类

♦
♦

",3660,7230,9480,19710,20210,,5943,3374,7999,3499,6888,8579,7203,7886
新闻编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%B0%E9%97%BB%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",4180,6540,8270,7670,,,3249,3166,4374,3772,3554,5303,6835,6688
高级编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E7%BA%A7%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",6600,7420,9940,10220,11970,,4614,1625,4863,5438,6074,6150,9241,9907
英文编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%8B%B1%E6%96%87%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",2700,6480,7060,9000,,,4666,4082,4286,5125,3841,4344,6576,6371
财经编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%B4%A2%E7%BB%8F%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",5560,7190,9160,10170,25000,,4749,5999,4390,3805,4139,4999,7858,8085
汽车编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B1%BD%E8%BD%A6%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",6000,7270,7380,12500,,,3887,2499,19062,4011,4999,5999,6759,7289
图书策划编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%9B%BE%E4%B9%A6%E7%AD%96%E5%88%92%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",7000,6660,5710,8330,,,2249,2649,3920,4122,4570,7149,7983,6452
实习编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%9E%E4%B9%A0%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",2450,2880,6620,,,,,,,,,,,
设计总监,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%AE%BE%E8%AE%A1%E6%80%BB%E7%9B%91/,"
文体/影视/写作/媒体类

♦
♦

",5250,11800,15580,16700,21830,,9318,4897,9303,9298,10559,16931,17417,16561
副主编,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%89%AF%E4%B8%BB%E7%BC%96/,"
文体/影视/写作/媒体类

♦
♦

",2500,13360,11440,18640,17970,,5999,4999,7799,7649,8070,6582,11408,10386
实习生,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%9E%E4%B9%A0%E7%94%9F/,"
文体/影视/写作/媒体类

♦
♦

",2920,4070,5230,9000,3000,,,,,,,,,
导演,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AF%BC%E6%BC%94/,"
文体/影视/写作/媒体类

♦
♦

",6440,7590,9790,12210,15520,,3299,3495,5103,4570,5867,6997,6398,6854
视频编导,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%A7%86%E9%A2%91%E7%BC%96%E5%AF%BC/,"
文体/影视/写作/媒体类

♦
♦

",7000,7060,9780,10750,15000,,5943,6999,8213,8249,7776,9761,7911,7996
资深文案,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%B5%84%E6%B7%B1%E6%96%87%E6%A1%88/,"
文体/影视/写作/媒体类

♦
♦

",8550,10480,12210,15580,,,4666,5915,6599,6030,6954,7446,9934,10269
平面设计,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B9%B3%E9%9D%A2%E8%AE%BE%E8%AE%A1/,"
文体/影视/写作/媒体类

♦
♦

",4040,6110,7780,10020,11940,,2588,2295,3588,3877,4119,4716,7096,7098
新媒体运营专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%B0%E5%AA%92%E4%BD%93%E8%BF%90%E8%90%A5%E4%B8%93%E5%91%98/,"
文体/影视/写作/媒体类

♦
♦

",4410,6350,6750,10220,,,2374,2804,3734,3979,4387,4052,6473,6438
资深编辑,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%B5%84%E6%B7%B1%E7%BC%96%E8%BE%91/,"
文体/影视/写作/媒体类

♦
♦

",7910,9890,9510,15640,,,3099,5599,4805,5699,5165,5010,9072,9384
制片人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%88%B6%E7%89%87%E4%BA%BA/,"
文体/影视/写作/媒体类

♦
♦

",8780,12040,15530,17920,,,7624,4026,10392,6718,4114,10332,9611,10024
编辑实习生,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BC%96%E8%BE%91%E5%AE%9E%E4%B9%A0%E7%94%9F/,"
文体/影视/写作/媒体类

♦
♦

",2430,2890,6450,,,,,,,,,,,
